City,BHK,Location,Price (₹),Area (sqft),Property Type,Furnishing,Property Facing,overlooking,Bathroom,Balcony,Tenant Preferred,Availability
Chennai,2,Thiruvanmiyur Chennai,32500,880 sqft,House,Semi-Furnished,West,Main Road,2,1,Bachelors,Immediately
Chennai,2,Chennai,25000,845 sqft,Flat,Semi-Furnished,East,,2,1,Bachelors,From May '26
Chennai,3,"Anna Nagar, Chennai",1.4 Lac,3000 sqft,Flat,Semi-Furnished,,,3,2,Bachelors/Family,From Feb '26
Chennai,2,"Maduravoyal, Chennai",30000,820 sqft,Flat,Semi-Furnished,East,,2,1,Bachelors/Family,Immediately
Chennai,2,Annai Sathya Nagar Ramapuram Chennai,25000,1100 sqft,House,Semi-Furnished,North,Main Road,2,2,Bachelors/Family,Immediately
Chennai,4,Injambakkam Chennai,1.8 Lac,4300 sqft,Villa,Furnished,North,"Garden/Park, Main Road",4,,Family,Immediately
Chennai,3,"Hiranandani Anchorage, Egattur, Chennai",75000,1600 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",3,1,Bachelors/Family,Immediately
Chennai,3,Maduravoyal Chennai,35000,2000 sqft,House,Semi-Furnished,West,"Garden/Park, Main Road",3,2,Bachelors,Immediately
Chennai,4,Korukkupet Chennai,70000,2300 sqft,House,Semi-Furnished,,,4,,Bachelors/Family,Immediately
Chennai,2,Mogappair East Chennai,20000,720 sqft,House,Unfurnished,East,Main Road,1,,Bachelors/Family,Immediately
Chennai,3,"Blue Moon, Pallavaram, Chennai",35000,1200 sqft,Flat,Semi-Furnished,,Garden/Park,3,2,Bachelors,Immediately
Chennai,3,"Ozone Greens, Perumbakkam, Chennai",26000,1580 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",3,2,Family,Immediately
Chennai,3,"Jasmine Court, Poonamallee, Chennai",35000,1020 sqft,Flat,Furnished,East,"Garden/Park, Pool",2,1,Bachelors,Immediately
Chennai,3,"The Metrozone, Anna Nagar, Chennai",1.1 Lac,2062 sqft,Flat,Furnished,East,"Garden/Park, Main Road",4,2,Bachelors/Family,Immediately
Chennai,3,"Manapakkam, Parthasarathy Nagar Manapakkam, Chennai",40000,1458 sqft,Flat,Semi-Furnished,North,Main Road,2,2,Bachelors/Family,Immediately
Chennai,4,Perungudi Chennai,65000,2400 sqft,Villa,Semi-Furnished,,,4,2,Bachelors/Family,Immediately
Chennai,5,J Nagar Chennai,98000,4850 sqft,House,Semi-Furnished,,,5,1,Bachelors/Family,Immediately
Chennai,2,"Vengaivasal Medavakkam, Chennai",25000,1100 sqft,Flat,Furnished,,,2,,Bachelors/Family,Immediately
Chennai,4,OMR Chennai,36000,2600 sqft,Villa,Semi-Furnished,,,4,,Bachelors/Family,Immediately
Chennai,1,"Mogappair West Ambattur Industrial Estate, Chennai",25000,450 sqft,Flat,Furnished,,,1,,Bachelors/Family,From Jan '26
Chennai,3,Kelambakkam Chennai,26000,1350 sqft,House,Semi-Furnished,South,Main Road,2,2,Bachelors/Family,Immediately
Chennai,2,"Blue Swan FlatsVelachery, Vijaya Nagar Velachery, Chennai",20000,750 sqft,Flat,Unfurnished,East,Main Road,1,1,Family,Immediately
Chennai,2,"Taylor Estate, Chennai",27000,750 sqft,Flat,Furnished,East,Main Road,2,1,Bachelors,Immediately
Chennai,3,"Mayas Court, Anna Nagar, Chennai",50000,1800 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",3,1,Bachelors/Family,Immediately
Chennai,3,"Urbanrise Revolution One, Padur, Chennai",25000,918 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",2,1,Bachelors,Immediately
Chennai,3,"Poonamallee High Road, Chennai",30000,1446 sqft,Flat,Semi-Furnished,,,2,1,Bachelors,Immediately
Chennai,3,Muthukadu Chennai,1.3 Lac,3500 sqft,Villa,Furnished,,,5,3,Bachelors/Family,Immediately
Chennai,1,"Alliance Jasmine Springs, OMR, Chennai",22000,462 sqft,Flat,Furnished,,,2,1,Bachelors/Family,Immediately
Chennai,4,Akkarai Chennai,1 Lac,2600 sqft,Villa,Semi-Furnished,South,Garden/Park,5,2,Bachelors,Immediately
Chennai,3,"OMR, Chennai",50000,1500 sqft,Flat,Furnished,East,Garden/Park,3,1,Bachelors,From Feb '26
Chennai,2,"Krishna Nagar Madhuravoyal, Valasaravakkam, Chennai",25000,800 sqft,Flat,Unfurnished,,Main Road,2,1,Bachelors/Family,Immediately
Chennai,5,Neelankarai Chennai,2 Lac,4000 sqft,Villa,Semi-Furnished,South,Garden/Park,5,2,Family,Immediately
Chennai,2,"Arun Excello Compact Homes Narmada, Singaperumal Koil, Chennai",13000,670 sqft,Flat,Unfurnished,,,2,2,Bachelors/Family,Immediately
Chennai,1,"Nungambakkam, Nungambakkam, Chennai",25000,450 sqft,Flat,Furnished,,,1,,Bachelors/Family,Immediately
Chennai,3,"Khurinji Genista, IIT Colony, Chennai",12000,1100 sqft,Flat,Semi-Furnished,East,,2,3,Family,Immediately
Chennai,3,"Appaswamy Altezza, Perungudi, Chennai",1.2 Lac,1735 sqft,Flat,Semi-Furnished,East,"Main Road, Pool, Garden/Park",3,1,Bachelors,Immediately
Chennai,3,"Malles Aashira, Perumbakkam, Chennai",27000,1245 sqft,Flat,Semi-Furnished,West,,2,1,Bachelors/Family,Immediately
Chennai,2,Chennai,38000,1200 sqft,Flat,Semi-Furnished,West,,2,,Family,Immediately
Chennai,5,Akkarai Chennai,1 Lac,1500 sqft,Villa,Semi-Furnished,North,Main Road,5,3,Bachelors/Family,Immediately
Chennai,4,Sriperumbudur Chennai,75000,4000 sqft,Villa,Furnished,West,"Garden/Park, Pool, Main Road",5,5,Bachelors,Immediately
Chennai,2,Pozhichalur Chennai,20000,1000 sqft,House,Furnished,West,,2,2,Bachelors,Immediately
Chennai,3,"Thoraipakkam, Chennai",40000,1800 sqft,Flat,Semi-Furnished,North,,3,3,Bachelors/Family,Immediately
Chennai,3,"PS LML Eterna, Ekkatuthangal, Chennai",85000,1300 sqft,Flat,Furnished,East,Garden/Park,3,1,Bachelors,Immediately
Chennai,2,Sithalapakkam Chennai,20000,1050 sqft,House,Semi-Furnished,West,"Garden/Park, Main Road",2,1,Bachelors,Immediately
Chennai,2,"Krishnapuram Ambattur, Chennai",25000,900 sqft,Flat,Semi-Furnished,,,2,1,Family,Immediately
Chennai,2,"Narayanapuram Pallikaranai, Chennai",18000,950 sqft,Flat,Semi-Furnished,,,2,,Bachelors/Family,Immediately
Chennai,3,Perungudi Chennai,1.2 Lac,1300 sqft,Apartment,,,,3,3,Bachelors/Family,Immediately
Chennai,2,West Mambalam Chennai,30000,1100 sqft,House,Unfurnished,East,Main Road,2,,Bachelors/Family,From Apr '26
Chennai,2,"Bhaggyam Griha, Thoraipakkam, Chennai",35000,1452 sqft,Flat,Semi-Furnished,,,2,,Bachelors/Family,Immediately
Chennai,3,Avadi Chennai,35000,1300 sqft,House,Furnished,,,2,,Bachelors/Family,Immediately
Chennai,4,Indira Nagar Chennai,60000,1400 sqft,House,Unfurnished,East,Main Road,3,,Family,Immediately
Chennai,4,OMR Chennai,43000,2306 sqft,Villa,Semi-Furnished,East,Main Road,3,1,Bachelors,Immediately
Chennai,3,casa grand amberley Chennai,40000,1300 sqft,Villa,Furnished,East,,3,2,Bachelors,From Feb '26
Chennai,1,GKM Colony Kolathur Chennai,10000,1200 sqft,House,Unfurnished,West,,1,1,Bachelors,Immediately
Chennai,2,"Ramaniyam Shivani, Thiruvanmiyur, Chennai",27000,1250 sqft,Flat,Furnished,,,2,,Bachelors/Family,Immediately
Chennai,3,"Kottivakkam, Chennai",55000,2300 sqft,Flat,Semi-Furnished,North,Main Road,3,,Bachelors/Family,From Feb '26
Chennai,2,"Mohanram Nagar, Chennai",30000,890 sqft,Flat,Unfurnished,,,2,,Bachelors/Family,Immediately
Chennai,3,"Vandalur, Chennai",20000,1360 sqft,Flat,Semi-Furnished,,,2,1,Bachelors/Family,Immediately
Chennai,2,"Nemilichery, Chennai Chennai",13000,1000 sqft,House,Unfurnished,,,2,,Bachelors/Family,Immediately
Chennai,2,"Brownstone, Mahalingapuram, Chennai",45000,1159 sqft,Flat,Semi-Furnished,,Main Road,2,3,Bachelors,Immediately
Chennai,2,Viduthalai Nagar Chennai,27000,1650 sqft,House,Semi-Furnished,East,,2,,Bachelors/Family,Immediately
Chennai,1,Alagappa Nagar Chennai,25000,800 sqft,House,Semi-Furnished,East,Garden/Park,1,1,Bachelors/Family,Immediately
Chennai,2,New Vellanur Chennai,10000,900 sqft,House,Semi-Furnished,East,Main Road,2,1,Bachelors/Family,From Feb '26
Chennai,3,Anna Nagar Chennai,75000,2324 sqft,Villa,Semi-Furnished,North - East,Garden/Park,3,,Bachelors/Family,Immediately
Chennai,2,"Mantri Synergy, Padur, Chennai",28000,775 sqft,Flat,Semi-Furnished,South,"Garden/Park, Main Road",2,,Bachelors,Immediately
Chennai,3,"Gopalapuram, Chennai",55000,1600 sqft,Flat,Semi-Furnished,North,Garden/Park,3,4,Bachelors,Immediately
Chennai,2,"East Abhiramapuram, Chennai",66000,950 sqft,Flat,Semi-Furnished,North,Main Road,2,1,Bachelors/Family,Immediately
Chennai,2,"Urbanrise Manhattan Condos, Padur, Chennai",29000,667 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
Chennai,4,"Koyambedu, Chennai",80000,1800 sqft,Flat,Semi-Furnished,North - East,Main Road,4,3,Bachelors/Family,From Feb '26
Chennai,2,"Appaswamy Altezza, Kottivakkam, Chennai",90000,907 sqft,Flat,Semi-Furnished,North,"Garden/Park, Main Road",2,1,Bachelors,From Mar '26
Chennai,3,Perumbakkam Chennai,23000,1100 sqft,House,Semi-Furnished,,"Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
Chennai,2,"AR Samriddhi, Thoraipakkam, Chennai",34000,1200 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
Chennai,3,"Brigade Residences, Perungudi, Chennai",1.2 Lac,1700 sqft,Flat,Semi-Furnished,South,"Garden/Park, Main Road",3,1,Bachelors/Family,Immediately
Chennai,3,"RWD Grand Corridor, Vanagaram, Chennai",47000,1000 sqft,Flat,Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
Chennai,2,"Surapet Main Road, Chennai",20000,750 sqft,Flat,Semi-Furnished,South,,2,1,Bachelors/Family,Immediately
Chennai,4,"Siruseri, Chennai",60000,2451 sqft,Flat,Semi-Furnished,West,,5,2,Family,Immediately
Chennai,3,"Kasturba Nagar Adyar, Chennai",57500,1500 sqft,Flat,Semi-Furnished,South,Main Road,3,4,Family,Immediately
Chennai,3,Porur Chennai,30000,1400 sqft,House,Semi-Furnished,North,Main Road,2,,Bachelors/Family,Immediately
Chennai,2,Perambakkam Chennai,22000,800 sqft,House,Furnished,East,"Garden/Park, Main Road",2,,Bachelors,Immediately
Chennai,4,Vettuvankeni Chennai,2 Lac,3800 sqft,House,Semi-Furnished,North,"Garden/Park, Main Road",3,1,Bachelors,Immediately
Chennai,2,"JB Estate, Chennai",14000,1074 sqft,Flat,Unfurnished,North,Garden/Park,2,2,Bachelors/Family,Immediately
Chennai,2,"G Square Northern Ally, Madhavaram, Chennai",23000,1190 sqft,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors,Immediately
Chennai,2,"Urapakkam, Chennai",18000,700 sqft,Flat,Semi-Furnished,South,"Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
Chennai,6,Manapakkam Chennai,1.8 Lac,3500 sqft,House,Furnished,North,Garden/Park,5,2,Bachelors,Immediately
Chennai,3,KK Nagar West Chennai,45000,1200 sqft,House,Semi-Furnished,South,Main Road,4,,Bachelors,Immediately
Chennai,2,Tambaram West Tambaram Chennai,16000,900 sqft,House,Semi-Furnished,East,"Garden/Park, Main Road",2,,Bachelors,Immediately
Chennai,2,Royapettah Chennai,40000,850 sqft,House,Furnished,North,"Garden/Park, Main Road",2,1,Bachelors,Immediately
Chennai,3,"Puravankara Purva Somerset House, Maduvinkarai, Chennai",1.8 Lac,1378 sqft,Flat,Furnished,North - East,Garden/Park,3,2,Bachelors/Family,Immediately
Chennai,2,Navalur Chennai,20000,800 sqft,House,Semi-Furnished,South,"Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
Chennai,5,Porur Gardens Chennai,1 Lac,3000 sqft,House,Furnished,,,4,,Bachelors/Family,Immediately
Chennai,3,"T Nagar, Chennai",45000,1000 sqft,Flat,Semi-Furnished,West,Main Road,2,1,Family,Immediately
Chennai,3,Sholinganallur Chennai,40000,1560 sqft,House,Semi-Furnished,,,3,,Bachelors/Family,Immediately
Chennai,3,Mogappair Chennai,50000,1500 sqft,House,Unfurnished,,,3,,Bachelors/Family,Immediately
Chennai,3,KK Nagar MGR Nagar Chennai,36000,1250 sqft,House,Semi-Furnished,South,Main Road,2,1,Bachelors/Family,Immediately
Chennai,1,Block F Annanagar East Chennai,14000,300 sqft,House,Unfurnished,,,1,,Bachelors/Family,Immediately
Chennai,2,"Casa XS, Manapakkam, Chennai",18000,1060 sqft,Flat,Furnished,East,,2,1,Bachelors/Family,Immediately
Chennai,2,"Choolaimedu, Chennai",22000,900 sqft,Flat,Semi-Furnished,,,2,,Bachelors/Family,Immediately
Chennai,3,"Vijay Shanthi Infinity, Thandalam, Chennai",16000,1025 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,1,Bachelors,Immediately
Chennai,1,"Paruthippattu, Chennai",9500,500 sqft,Flat,Furnished,East,Main Road,1,,Bachelors,Immediately
Chennai,3,"Neelankarai, Chennai",57000,2200 sqft,Flat,Semi-Furnished,,,3,3,Bachelors/Family,Immediately
Chennai,2,Thiruninravur Chennai,7500,850 sqft,House,Unfurnished,,,2,1,Bachelors/Family,Immediately
Chennai,1,"Kothari Road, Chennai",25000,350 sqft,Flat,Furnished,,,1,,Bachelors/Family,Immediately
Chennai,3,"Ozone Greens, Perumbakkam, Chennai",40000,1052 sqft,Flat,Furnished,South,"Garden/Park, Main Road",3,2,Bachelors,Immediately
Chennai,1,"T Nagar, Chennai",25000,750 sqft,Flat,Semi-Furnished,,,1,1,Bachelors/Family,Immediately
Chennai,2,Annanagar East Chennai,40000,1250 sqft,House,Semi-Furnished,West,Main Road,2,1,Bachelors,Immediately
Chennai,3,"Boat Club Road, Chennai",3.5 Lac,4000 sqft,Flat,Semi-Furnished,,,3,1,Bachelors/Family,Immediately
Chennai,3,"Alwarpet, Chennai",1.2 Lac,1850 sqft,Flat,Semi-Furnished,West,,3,3,Family,Immediately
Chennai,3,"Adyar, Chennai",1.3 Lac,2200 sqft,Flat,Semi-Furnished,West,"Pool, Garden/Park",3,2,Bachelors,Immediately
Chennai,3,"Royapettah, Chennai",2.5 Lac,3135 sqft,Flat,Furnished,South -West,"Garden/Park, Main Road",3,1,Bachelors/Family,Immediately
Chennai,2,"Kilpauk, Chennai",42000,1200 sqft,Flat,Semi-Furnished,South,Main Road,2,1,Bachelors,Immediately
Chennai,2,"Arumbakkam, Chennai",30000,1200 sqft,Flat,Semi-Furnished,,Main Road,2,2,Bachelors,Immediately
Chennai,1,Chennai,25000,400 sqft,Flat,Furnished,East,,1,,Bachelors/Family,Immediately
Chennai,4,Navalur Chennai,50000,4000 sqft,Villa,Furnished,North,Main Road,4,,Bachelors/Family,From Mar '26
Chennai,2,Chennai,50000,1510 sqft,Flat,Furnished,,,2,,Bachelors/Family,Immediately
Chennai,3,"KG Chandra Vista, Sholinganallur, Chennai",52000,1596 sqft,Flat,Furnished,East,Main Road,3,3,Bachelors,Immediately
Chennai,4,"Emami Tejomaya, Navalur, Chennai",55000,1800 sqft,Flat,Semi-Furnished,,,3,2,Bachelors/Family,Immediately
Chennai,1,Melakottaiyur Chennai,10000,3 cent,House,Unfurnished,East,Main Road,1,1,Bachelors/Family,Immediately
Chennai,3,MRK Nagar Chennai,35000,1885 sqft,House,Semi-Furnished,,,3,1,Bachelors/Family,Immediately
Chennai,2,Chennai,15000,1230 sqft,Flat,Unfurnished,,,2,3,Bachelors/Family,Immediately
Chennai,2,"DOSHI NAKSHATRA I, Tambaram West Tambaram, Chennai",20000,1100 sqft,Flat,Semi-Furnished,,,2,,Bachelors/Family,Immediately
Chennai,1,Anna Nagar West Chennai,7000,300 sqft,House,Semi-Furnished,,,1,,Bachelors/Family,Immediately
Chennai,2,"Thoraipakkam, Chennai",25000,800 sqft,Flat,Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
Chennai,3,"Anna Nagar West, Chennai",25000,1140 sqft,Flat,Semi-Furnished,North,,2,1,Family,Immediately
Chennai,3,"Citilights Blessings, Kelambakkam, Chennai",25000,1450 sqft,Flat,Semi-Furnished,North,"Garden/Park, Main Road",3,2,Family,Immediately
Chennai,3,Ambattur Chennai,30000,1300 sqft,House,Unfurnished,West,Pool,3,2,Bachelors/Family,Immediately
Chennai,3,Sithalapakkam Chennai,25000,200 sqft,Villa,Unfurnished,East,"Garden/Park, Main Road",3,2,Bachelors,From Feb '26
Chennai,3,"Nest Wow, Sholinganallur, Chennai",25000,1100 sqft,Flat,Semi-Furnished,West,Main Road,3,,Bachelors/Family,From Feb '26
Chennai,2,"Thiru Gandhi GVR Supreme, Sholinganallur, Chennai",28000,1100 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
Chennai,3,"Ceebros The Atlantic Residences By Ceebros, Egmore, Chennai",1.3 Lac,1650 sqft,Flat,Furnished,North - West,"Pool, Garden/Park",3,2,Bachelors/Family,Immediately
Chennai,3,"Uthandi, Chennai",1.3 Lac,4500 sqft,Flat,Furnished,East,Main Road,4,1,Bachelors,Immediately
Chennai,4,"Porur, Chennai",30000,1680 sqft,Flat,Semi-Furnished,,,4,3,Bachelors/Family,Immediately
Chennai,2,"Mahalakshmi Flats, Thoraipakkam, Chennai",28000,800 sqft,Flat,Unfurnished,,,2,,Bachelors/Family,Immediately
Chennai,2,Tambaram West Tambaram Chennai,15000,830 sqft,House,Semi-Furnished,,,2,,Bachelors/Family,Immediately
Chennai,3,"Valmiki Nagar, Chennai",65000,1350 sqft,Flat,Semi-Furnished,North,Main Road,3,1,Family,Immediately
Chennai,3,Navalur Chennai,23000,660 sqft,Villa,Semi-Furnished,,"Garden/Park, Pool",3,,Bachelors/Family,From Feb '26
Chennai,1,Injambakkam Chennai,16000,600 sqft,House,Semi-Furnished,,,1,1,Bachelors/Family,Immediately
Chennai,3,"House of Hiranandani, Egattur, Chennai",1 Lac,2170 sqft,Flat,Semi-Furnished,South - East,Garden/Park,3,2,Bachelors/Family,Immediately
Chennai,1,"Ozone Greens, Perumbakkam, Chennai",20000,651 sqft,Flat,Semi-Furnished,North,Garden/Park,1,,Bachelors/Family,Immediately
Chennai,2,Foreshore Estate Chennai,25000,700 sqft,House,Unfurnished,South - East,Garden/Park,2,1,Bachelors,Immediately
Chennai,3,"Brigade Residences, Perungudi, Chennai",1.4 Lac,1820 sqft,Flat,Semi-Furnished,,,3,,Bachelors/Family,Immediately
Chennai,1,"Olympia Opaline, Navalur, Chennai",22000,500 sqft,Flat,Semi-Furnished,North,"Garden/Park, Pool, Main Road",1,1,Bachelors/Family,Immediately
Chennai,3,"Sivagami Apartment, Chitlapakkam, Chennai",55000,1000 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,,Bachelors,Immediately
Chennai,3,Bollineni Hillside Road Chennai,30000,2408 sqft,Villa,Semi-Furnished,,,3,1,Bachelors/Family,Immediately
Chennai,2,"Jewel Court, Chetpet, Chennai",35000,900 sqft,Flat,Semi-Furnished,North - East,,2,,Bachelors/Family,From Feb '26
Chennai,3,"Chettimedu Village, Chennai",25000,851 sqft,Flat,Unfurnished,North,Main Road,3,1,Bachelors/Family,Immediately
Chennai,3,Medavakkam Chennai,36000,1700 sqft,Villa,Semi-Furnished,East,"Garden/Park, Main Road",3,1,Bachelors/Family,Immediately
Chennai,2,Perungudi Chennai,25000,1100 sqft,Villa,Semi-Furnished,South,"Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
Chennai,2,Kamaraj Nagar Avadi Chennai,15000,800 sqft,House,Semi-Furnished,North,Main Road,2,,Bachelors,Immediately
Chennai,3,"VGN Coasta, Muthukadu, Chennai",40000,1300 sqft,Flat,Semi-Furnished,North,"Garden/Park, Pool, Main Road",2,1,Family,Immediately
Chennai,3,"Casagrand First City, Sholinganallur, Chennai",45000,1156 sqft,Flat,Semi-Furnished,,"Garden/Park, Main Road",3,3,Family,Immediately
Chennai,3,"Udayam Apartment, Kodambakkam, Chennai",40000,1450 sqft,Flat,Furnished,,"Garden/Park, Main Road",4,3,Bachelors,Immediately
Chennai,5,Neelankarai Chennai,2.6 Lac,4900 sqft,House,Furnished,North - East,"Garden/Park, Main Road",4,1,Bachelors,Immediately
Chennai,3,"Zamin Pallavaram, Tiruthani Nagar, Chennai",38000,1400 sqft,Flat,Unfurnished,East,Main Road,3,3,Family,From Feb '26
Chennai,2,"Adyar, Chennai",42000,900 sqft,Flat,Semi-Furnished,West,"Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
Chennai,2,Ramapuram Chennai,20000,1250 sqft,House,Semi-Furnished,,,2,2,Bachelors,Immediately
Chennai,3,Navalur Chennai,55000,2075 sqft,Villa,Semi-Furnished,,,3,,Bachelors/Family,Immediately
Chennai,1,Thoraipakkam Chennai,12000,900 sqft,House,Semi-Furnished,East,"Garden/Park, Main Road",1,,Bachelors/Family,Immediately
Chennai,2,"Kilpauk, Chennai",28000,900 sqft,Flat,Unfurnished,,,2,,Bachelors/Family,Immediately
Chennai,1,Villivakkam Chennai,9100,495 sqft,House,Semi-Furnished,South,Main Road,1,1,Bachelors/Family,Immediately
Chennai,2,Annanur Chennai,12000,650 sqft,House,Semi-Furnished,South,"Garden/Park, Main Road",1,,Bachelors,Immediately
Chennai,2,Thazhambur Chennai,26000,1500 sqft,Villa,Semi-Furnished,North,Garden/Park,2,2,Bachelors,Immediately
Chennai,3,"Appaswamy Altezza, Kottivakkam, Chennai",1.2 Lac,2063 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,1,Bachelors/Family,From Feb '26
Chennai,3,"T Nagar, Chennai",50000,1800 sqft,Flat,Unfurnished,,,3,,Bachelors/Family,Immediately
Chennai,2,"Perumbakkam, Chennai",22000,960 sqft,Flat,Semi-Furnished,South,Main Road,2,1,Bachelors/Family,Immediately
Chennai,2,"Sholinganallur, Chennai",20000,950 sqft,Flat,Semi-Furnished,North,"Garden/Park, Main Road",2,2,Bachelors/Family,Immediately
Chennai,2,Surapet Chennai,12500,600 sqft,House,Semi-Furnished,North,"Garden/Park, Main Road",2,1,Bachelors,Immediately
Chennai,4,Perungalathur Chennai,45000,2100 sqft,Villa,Semi-Furnished,East,"Garden/Park, Main Road",3,,Bachelors,Immediately
Chennai,2,"Kodambakkam, Chennai",44000,952 sqft,Flat,Furnished,East,Main Road,2,1,Bachelors,Immediately
Chennai,3,Porur Chennai,32000,2100 sqft,House,Semi-Furnished,East,Garden/Park,3,1,Bachelors,Immediately
Chennai,2,Porur Chennai,21000,700 sqft,House,Semi-Furnished,West,Garden/Park,2,1,Bachelors/Family,Immediately
Chennai,3,"Maduravoyal, Chennai",24000,1200 sqft,Flat,Semi-Furnished,North - West,Garden/Park,2,2,Bachelors,Immediately
Chennai,3,"Brigade Residences, Perungudi, Chennai",1.4 Lac,1975 sqft,Flat,Semi-Furnished,South,"Garden/Park, Main Road",3,,Bachelors/Family,Immediately
Chennai,3,"JD Jade, KK Nagar, Chennai",45000,1600 sqft,Flat,Semi-Furnished,,,2,,Bachelors/Family,Immediately
Chennai,2,"Kilpauk Garden Colony, Chennai",30000,900 sqft,Flat,Semi-Furnished,North - East,Garden/Park,2,1,Bachelors/Family,Immediately
Chennai,2,Ayyappa Nagar Sadasivam Nagar Chennai,25000,1200 sqft,House,Unfurnished,South,,1,,Bachelors,Immediately
Chennai,1,"Iyyappanthangal, Chennai",30000,600 sqft,Flat,Furnished,North,"Garden/Park, Pool, Main Road",1,,Bachelors,Immediately
Chennai,2,"Kolapakkam - Vandalur-Kelambakkam Road, Chennai",9000,800 sqft,Flat,Semi-Furnished,,,2,,Bachelors/Family,Immediately
Chennai,2,"Hiranandani Tiana, Egattur, Chennai",46000,1100 sqft,Flat,Semi-Furnished,North,"Garden/Park, Pool, Main Road",2,1,Bachelors,Immediately
Chennai,2,"Ayapakkam View, Ayappakkam, Chennai",30000,1100 sqft,Flat,Furnished,East,Garden/Park,2,,Bachelors/Family,Immediately
Chennai,3,"Madanandapuram Mugalivakkam, Chennai",40000,1870 sqft,Flat,Semi-Furnished,,,3,4,Bachelors,Immediately
Chennai,2,Villivakkam Chennai,30000,1000 sqft,House,Semi-Furnished,North,Garden/Park,2,,Bachelors,Immediately
Chennai,2,"Pacifica Aurum Pride Tower, OMR, Chennai",30000,1261 sqft,Flat,Semi-Furnished,,,2,,Bachelors/Family,Immediately
Chennai,3,Chennai,27000,1300 sqft,Flat,Semi-Furnished,,,2,,Bachelors/Family,Immediately
Chennai,3,Injambakkam Chennai,70000,1900 sqft,Villa,Semi-Furnished,North,"Garden/Park, Main Road",4,2,Bachelors/Family,Immediately
Chennai,3,"Janavi Apartments, West Mambalam, Chennai",39000,1050 sqft,Flat,Semi-Furnished,East,Garden/Park,2,,Family,Immediately
Chennai,3,J Block Anna Nagar Chennai,65000,1206 sqft,House,Semi-Furnished,South,,2,1,Bachelors,Immediately
Chennai,2,Injambakkam Chennai,90000,1685 sqft,House,Unfurnished,East,Pool,2,2,Bachelors/Family,Immediately
Chennai,3,Ponniammanmedu Chennai,16000,1100 sqft,House,Furnished,East,Garden/Park,2,1,Bachelors,Immediately
Chennai,3,"Ceebros One 74, MRC Nagar, Chennai",2.9 Lac,2400 sqft,Flat,Furnished,East,"Pool, Garden/Park, Main Road",3,2,Bachelors,Immediately
Chennai,3,"Adyar House, Chennai",75000,1900 sqft,Flat,Semi-Furnished,East,Main Road,3,1,Bachelors,Immediately
Chennai,2,"Kilpauk, Chennai",40000,1000 sqft,Flat,Unfurnished,South,"Garden/Park, Main Road",2,3,Bachelors,Immediately
Chennai,3,Kilpauk Chennai,30000,1250 sqft,House,Semi-Furnished,North,Main Road,3,3,Family,Immediately
Chennai,1,"Taisha Park, Natesan Nagar Madhavaram, Chennai",20000,600 sqft,Flat,Unfurnished,,,1,1,Bachelors/Family,Immediately
Chennai,2,"Godrej Palmgrove, Chembarambakkam, Chennai",22500,1200 sqft,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",2,2,Bachelors/Family,Immediately
Chennai,3,"New Kumaran Nagar, Chennai",25000,1200 sqft,Flat,Unfurnished,,,2,3,Bachelors/Family,Immediately
Chennai,3,"Prince Highlands, Iyyappanthangal, Chennai",13000,1500 sqft,Flat,Furnished,,Main Road,3,2,Bachelors/Family,Immediately
Chennai,2,Thiruvanmiyur Chennai,36000,845 sqft,House,Semi-Furnished,,,2,1,Bachelors/Family,Immediately
Chennai,3,"Thoraipakkam, Chennai",55000,2030 sqft,Flat,Unfurnished,East,Garden/Park,3,2,Family,Immediately
Chennai,4,"Alwarpet, Chennai",1.5 Lac,2200 sqft,Flat,Semi-Furnished,East,Garden/Park,3,2,Family,Immediately
Chennai,4,"The Crest, Velachery, Chennai",2.8 Lac,4724 sqft,Flat,Furnished,East,"Garden/Park, Pool",4,3,Bachelors/Family,Immediately
Chennai,3,Injambakkam Chennai,70000,2300 sqft,Villa,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,1,Bachelors,Immediately
Chennai,3,"Trustpuram, Chennai",45000,1300 sqft,Flat,Unfurnished,North,,2,4,Family,Immediately
