,City,BHK,Location,Price (₹),Area (sqft),Property Type,Furnishing,Property Facing,overlooking,Bathroom,Balcony,Tenant Preferred,Availability
654,Mumbai,3,Kandivali East,80000,1070 sqft,Flat,Unfurnished,North,"Garden/Park, Main Road",3,Unknown,Bachelors/Family,Immediately
655,Mumbai,2,Andheri,85000,750 sqft,Flat,Furnished,East,"Garden/Park, Pool, Main Road",2,Unknown,Bachelors,Immediately
656,Mumbai,3, ,1.4 Lac,880 sqft,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors/Family,Immediately
657,Mumbai,4,Worli,4.5 Lac,1600 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool",6,Unknown,Family,Immediately
658,Mumbai,2,Andheri,97000,720 sqft,Flat,Semi-Furnished,East,Garden/Park,2,1,Family,Immediately
659,Mumbai,2,Kandivali East,43000,560 sqft,Flat,Unfurnished,North,"Garden/Park, Main Road",2,Unknown,Bachelors,Immediately
660,Mumbai,3,Kandivali East,90000,1250 sqft,Flat,Unfurnished,East,Pool,3,3,Family,Immediately
661,Mumbai,2,Powai,85000,750 sqft,Flat,Unfurnished,East,Main Road,2,Unknown,Bachelors/Family,Immediately
662,Mumbai,3,Goregaon,1.1 Lac,1346 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool",3,1,Bachelors/Family,Immediately
663,Mumbai,4,Worli,4 Lac,1600 sqft,Flat,Semi-Furnished,North - East,Main Road,4,Unknown,Bachelors/Family,Immediately
664,Mumbai,2,Powai,63000,740 sqft,Flat,Furnished,East,"Garden/Park, Pool, Main Road",2,Unknown,Bachelors/Family,Immediately
665,Mumbai,3,Mulund,74000,1000 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool",2,3,Bachelors,Immediately
666,Mumbai,3,Malad,85000,1795 sqft,Flat,Unfurnished,North,"Garden/Park, Pool, Main Road",3,Unknown,Bachelors,Immediately
667,Mumbai,2,Bandra,84000,690 sqft,Flat,Unfurnished,East,Main Road,2,Unknown,Bachelors/Family,Immediately
668,Mumbai,2,Andheri,65000,650 sqft,Flat,Furnished,East,"Garden/Park, Main Road",2,Unknown,Bachelors,Immediately
669,Mumbai,3,Powai,1.1 Lac,950 sqft,Flat,Semi-Furnished,North,"Main Road, Garden/Park, Pool",3,Unknown,Family,Immediately
670,Mumbai,3,Kurla,1.1 Lac,1100 sqft,Flat,Furnished,West,Garden/Park,3,6,Bachelors,Immediately
671,Mumbai,2,Goregaon,60000,600 sqft,Flat,Semi-Furnished,East,Main Road,2,Unknown,Bachelors/Family,Immediately
672,Mumbai,2,Andheri,84900,775 sqft,Flat,Semi-Furnished,East,Garden/Park,2,Unknown,Family,Immediately
673,Mumbai,3,Goregaon,1.4 Lac,1040 sqft,Flat,Furnished,North - East,"Garden/Park, Pool, Main Road",4,2,Family,Immediately
674,Mumbai,3,Juhu,3.3 Lac,1700 sqft,Flat,Furnished,East,"Main Road, Garden/Park",4,2,Bachelors,Immediately
675,Mumbai,3, ,1.1 Lac,1100 sqft,Flat,Semi-Furnished,East,Main Road,3,Unknown,Bachelors,Immediately
676,Mumbai,3,Chembur,2.2 Lac,1502 sqft,Flat,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",3,Unknown,Bachelors,Immediately
677,Mumbai,4,Worli,3.6 Lac,1600 sqft,Flat,Semi-Furnished,East,Main Road,5,Unknown,Family,Immediately
678,Mumbai,3,Mulund,90000,1049 sqft,Flat,Semi-Furnished,East,Main Road,3,Unknown,Bachelors/Family,Immediately
679,Mumbai,3,Chembur,1.3 Lac,1160 sqft,Flat,Semi-Furnished,East,Main Road,3,Unknown,Family,Immediately
680,Mumbai,3,Worli,3.7 Lac,1348 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool",4,Unknown,Family,Immediately
682,Mumbai,1,Powai,55000,450 sqft,Flat,Furnished,East,Garden/Park,1,1,Family,Immediately
683,Mumbai,2,Kandivali East,45000,700 sqft,Flat,Unfurnished,East,Garden/Park,2,Unknown,Bachelors/Family,Immediately
684,Mumbai,2, ,70000,795 sqft,Flat,Furnished,East,"Garden/Park, Main Road",2,2,Bachelors/Family,Immediately
685,Mumbai,4, ,3.2 Lac,2000 sqft,Flat,Semi-Furnished,South -West,"Garden/Park, Main Road",4,4,Family,Immediately
686,Mumbai,2,Powai,1.2 Lac,750 sqft,Flat,Furnished,North,Garden/Park,2,Unknown,Bachelors,Immediately
687,Mumbai,1, ,37000,420 sqft,Flat,Furnished,East,Main Road,2,Unknown,Bachelors/Family,Immediately
688,Mumbai,3,Powai,1.2 Lac,1200 sqft,Flat,Semi-Furnished,North - East,"Garden/Park, Pool",3,1,Bachelors/Family,Immediately
689,Mumbai,3, ,85000,1150 sqft,Flat,Semi-Furnished,North - East,Garden/Park,3,Unknown,Bachelors/Family,Immediately
690,Mumbai,3,Powai,1.5 Lac,1056 sqft,Flat,Semi-Furnished,West,"Garden/Park, Pool",3,1,Bachelors/Family,Immediately
691,Mumbai,2,Bandra,99000,609 sqft,Flat,Furnished,East,"Pool, Garden/Park, Main Road",2,3,Bachelors/Family,Immediately
692,Mumbai,3,Worli,4.1 Lac,1750 sqft,Flat,Furnished,North - East,"Pool, Garden/Park, Main Road",4,1,Bachelors,Immediately
693,Mumbai,3, ,1 Lac,1129 sqft,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors/Family,Immediately
694,Mumbai,3,Powai,1.3 Lac,1000 sqft,Flat,Furnished,East,Garden/Park,2,1,Family,Immediately
695,Mumbai,3,Ghatkopar,1.4 Lac,1400 sqft,Flat,Furnished,East,Main Road,3,Unknown,Bachelors/Family,Immediately
696,Mumbai,1,Borivali,39000,450 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,Unknown,Family,Immediately
697,Mumbai,3, ,1.2 Lac,1000 sqft,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors/Family,Immediately
698,Mumbai,3, ,1.2 Lac,1170 sqft,Flat,Unfurnished,North - East,Garden/Park,3,Unknown,Bachelors,Immediately
699,Mumbai,3, ,2.5 Lac,920 sqft,Flat,Furnished,East,Main Road,3,3,Bachelors/Family,Immediately
700,Mumbai,3, ,97000,1180 sqft,Flat,Semi-Furnished,East,"Main Road, Garden/Park, Pool",3,1,Bachelors,Immediately
701,Mumbai,4, ,5.5 Lac,2600 sqft,Flat,Semi-Furnished,East,Main Road,4,3,Bachelors/Family,Immediately
702,Mumbai,4,Bandra,3.5 Lac,1500 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",4,Unknown,Bachelors,Immediately
703,Mumbai,3, ,85000,941 sqft,Flat,Semi-Furnished,East,Main Road,3,2,Bachelors/Family,Immediately
704,Mumbai,2, ,2 Lac,1000 sqft,Flat,Unfurnished,West,"Garden/Park, Main Road",2,Unknown,Bachelors,Immediately
705,Mumbai,3,Ghatkopar,1.1 Lac,1080 sqft,Flat,Unfurnished,North - West,"Garden/Park, Pool, Main Road",2,1,Bachelors/Family,Immediately
706,Mumbai,2,Powai,76000,634 sqft,Flat,Semi-Furnished,North - East,Garden/Park,2,Unknown,Bachelors,Immediately
707,Mumbai,2,Powai,85000,736 sqft,Flat,Unfurnished,East,Garden/Park,2,Unknown,Bachelors/Family,Immediately
708,Mumbai,3,Worli,3.5 Lac,1550 sqft,Flat,Furnished,North,"Main Road, Garden/Park, Pool",4,1,Bachelors/Family,Immediately
709,Mumbai,2,Juhu,2 Lac,800 sqft,Flat,Furnished,East,"Garden/Park, Main Road",2,2,Family,Immediately
710,Mumbai,3,Kandivali East,72000,1000 sqft,Flat,Semi-Furnished,North - East,"Garden/Park, Main Road",3,Unknown,Bachelors/Family,Immediately
711,Mumbai,1,Mulund,35000,450 sqft,Flat,Semi-Furnished,East,Main Road,2,Unknown,Bachelors/Family,Immediately
712,Mumbai,2,Malad,70000,853 sqft,Flat,Unfurnished,East,Garden/Park,2,2,Bachelors/Family,Immediately
713,Mumbai,3,Wadala,2.1 Lac,1450 sqft,Flat,Unfurnished,West,"Garden/Park, Pool, Main Road",3,Unknown,Bachelors/Family,Immediately
714,Mumbai,3, ,3 Lac,1384 sqft,Flat,Semi-Furnished,West,"Pool, Garden/Park",3,1,Bachelors/Family,Immediately
715,Mumbai,2, ,2 Lac,800 sqft,Flat,Furnished,East,Main Road,2,Unknown,Bachelors/Family,Immediately
716,Mumbai,4, ,12 Lac,2500 sqft,Flat,Semi-Furnished,East,"Pool, Main Road",3,Unknown,Bachelors,Immediately
717,Mumbai,3,Mulund,80000,912 sqft,Flat,Semi-Furnished,North,"Garden/Park, Pool, Main Road",3,Unknown,Bachelors/Family,Immediately
718,Mumbai,4,Andheri,3.5 Lac,1800 sqft,Flat,Furnished,East,Main Road,4,2,Bachelors/Family,Immediately
719,Mumbai,2, ,1.2 Lac,617 sqft,Flat,Furnished,East,Garden/Park,2,Unknown,Bachelors/Family,Immediately
720,Mumbai,2, ,1.4 Lac,850 sqft,Flat,Unfurnished,South,"Garden/Park, Pool, Main Road",2,1,Family,Immediately
721,Mumbai,2,Lower Parel,1.6 Lac,735 sqft,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors,Immediately
722,Mumbai,2, ,45000,471 sqft,Flat,Unfurnished,West,Main Road,2,Unknown,Bachelors/Family,Immediately
723,Mumbai,3,Wadala,1.4 Lac,972 sqft,Flat,Semi-Furnished,East,Main Road,3,Unknown,Bachelors/Family,Immediately
724,Mumbai,3,Lower Parel,3.8 Lac,2973 sqft,Flat,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",3,2,Family,Immediately
725,Mumbai,1,Andheri,48000,425 sqft,Flat,Unfurnished,East,"Garden/Park, Main Road",2,Unknown,Bachelors,Immediately
726,Mumbai,4, ,4.5 Lac,1900 sqft,Flat,Unfurnished,East,Main Road,4,2,Bachelors/Family,Immediately
727,Mumbai,2, ,1.2 Lac,900 sqft,Flat,Semi-Furnished,East,Main Road,2,Unknown,Bachelors/Family,Immediately
728,Mumbai,4,Andheri,4.3 Lac,2300 sqft,Flat,Unfurnished,East,Main Road,4,Unknown,Bachelors/Family,Immediately
729,Mumbai,2, ,36000,635 sqft,Flat,Semi-Furnished,South,"Garden/Park, Main Road",2,2,Family,Immediately
730,Mumbai,2,Worli,2.2 Lac,885 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,Unknown,Bachelors,Immediately
731,Mumbai,3, ,95000,1050 sqft,Flat,Semi-Furnished,East,Garden/Park,3,Unknown,Bachelors/Family,Immediately
732,Mumbai,3,Goregaon,1 Lac,1084 sqft,Flat,Furnished,North - West,Main Road,3,1,Bachelors/Family,Immediately
733,Mumbai,2,Ghatkopar,1 Lac,750 sqft,Flat,Furnished,East,Garden/Park,2,Unknown,Bachelors/Family,Immediately
734,Mumbai,2, ,50000,640 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,Unknown,Family,From Feb '26
735,Mumbai,2, ,47000,650 sqft,Flat,Unfurnished,East,"Garden/Park, Main Road",2,Unknown,Family,Immediately
736,Mumbai,3,Worli,2.8 Lac,1092 sqft,Flat,Semi-Furnished,East,Main Road,3,Unknown,Bachelors/Family,Immediately
737,Mumbai,3,Bandra,3.3 Lac,1326 sqft,Flat,Semi-Furnished,East,Main Road,3,2,Bachelors/Family,Immediately
738,Mumbai,2, ,1.2 Lac,780 sqft,Flat,Semi-Furnished,North - East,Garden/Park,2,1,Family,Immediately
739,Mumbai,2,Kandivali East,65000,650 sqft,Flat,Unfurnished,North - East,Main Road,2,Unknown,Family,Immediately
740,Mumbai,4, ,1.5 Lac,1515 sqft,Flat,Unfurnished,West,"Garden/Park, Main Road",3,2,Family,Immediately
741,Mumbai,2, ,40000,550 sqft,Flat,Unfurnished,East,Main Road,2,Unknown,Family,Immediately
742,Mumbai,3,Kandivali East,90000,1214 sqft,Flat,Unfurnished,East,"Garden/Park, Pool",4,Unknown,Bachelors/Family,Immediately
743,Mumbai,3,Goregaon,97500,1033 sqft,Flat,Unfurnished,North,Garden/Park,3,Unknown,Family,Immediately
744,Mumbai,3,Lower Parel,4 Lac,1634 sqft,Flat,Semi-Furnished,East,Main Road,3,1,Bachelors/Family,Immediately
745,Mumbai,2,Bandra,1.8 Lac,807 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
746,Mumbai,3,Chembur,1.8 Lac,1235 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,1,Bachelors,Immediately
747,Mumbai,3, ,1 Lac,1000 sqft,Flat,Furnished,East,Main Road,3,Unknown,Family,Immediately
748,Mumbai,2,T Nagar,54000,630 sqft,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors/Family,Immediately
749,Mumbai,3,Lower Parel,3 Lac,1350 sqft,Flat,Furnished,East,Main Road,4,1,Family,Immediately
750,Mumbai,4,Lower Parel,7 Lac,3000 sqft,Flat,Semi-Furnished,East,Garden/Park,4,4,Bachelors/Family,Immediately
751,Mumbai,4,Chembur,1 Lac,1100 sqft,Flat,Furnished,East,Main Road,3,Unknown,Bachelors,Immediately
752,Mumbai,3, ,3.6 Lac,1800 sqft,Flat,Semi-Furnished,North - East,"Pool, Garden/Park",4,Unknown,Bachelors/Family,Immediately
753,Mumbai,1, ,33000,371 sqft,Flat,Unfurnished,East,Main Road,2,Unknown,Bachelors,Immediately
754,Mumbai,1,Kandivali East,39997,428 sqft,Flat,Furnished,East,Main Road,2,Unknown,Bachelors/Family,Immediately
755,Mumbai,3, ,1.7 Lac,1460 sqft,Flat,Unfurnished,East,Garden/Park,3,Unknown,Bachelors/Family,Immediately
756,Mumbai,2, ,72000,794 sqft,Flat,Furnished,East,Garden/Park,2,2,Family,Immediately
757,Mumbai,3, ,55000,815 sqft,Flat,Unfurnished,North - East,"Garden/Park, Pool, Main Road",2,Unknown,Bachelors,Immediately
758,Mumbai,3,Mulund,80000,1049 sqft,Flat,Semi-Furnished,North - East,Main Road,3,Unknown,Bachelors,Immediately
759,Mumbai,1, ,32000,450 sqft,Flat,Unfurnished,North - East,"Garden/Park, Pool",2,1,Bachelors/Family,Immediately
760,Mumbai,1,Malad,34000,452 sqft,Flat,Unfurnished,East,Main Road,2,Unknown,Family,Immediately
761,Mumbai,3, ,95000,900 sqft,Flat,Semi-Furnished,North,Main Road,3,Unknown,Family,Immediately
762,Mumbai,3,Ghatkopar,1.3 Lac,1046 sqft,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
763,Mumbai,3,Kandivali East,60000,728 sqft,Flat,Furnished,East,"Garden/Park, Pool, Main Road",3,Unknown,Bachelors/Family,Immediately
764,Mumbai,2, ,95000,766 sqft,Flat,Furnished,East,Garden/Park,2,Unknown,Bachelors/Family,Immediately
765,Mumbai,4,Worli,5 Lac,1526 sqft,Flat,Furnished,East,"Garden/Park, Pool, Main Road",4,5,Bachelors/Family,Immediately
766,Mumbai,2, ,4.2 Lac,670 sqft,Flat,Furnished,West,"Garden/Park, Main Road",2,Unknown,Bachelors/Family,Immediately
767,Mumbai,3, ,1.9 Lac,1413 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool",3,Unknown,Family,Immediately
768,Mumbai,4, ,4.3 Lac,3000 sqft,Flat,Unfurnished,West,"Garden/Park, Pool, Main Road",4,4,Bachelors,Immediately
769,Mumbai,2, ,72000,650 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,Unknown,Bachelors/Family,Immediately
770,Mumbai,3,Wadala,1.5 Lac,1086 sqft,Flat,Semi-Furnished,South -West,Main Road,2,3,Bachelors/Family,Immediately
771,Mumbai,4, ,2.2 Lac,1550 sqft,Flat,Unfurnished,North - East,Garden/Park,4,Unknown,Bachelors,Immediately
772,Mumbai,1, ,45000,693 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",2,Unknown,Bachelors,Immediately
773,Mumbai,2, ,46000,675 sqft,Flat,Unfurnished,North,Main Road,2,Unknown,Bachelors/Family,Immediately
774,Mumbai,2,Goregaon,54000,550 sqft,Flat,Furnished,East,"Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
775,Mumbai,4, ,9.5 Lac,306 sqft,Flat,Furnished,East,"Garden/Park, Pool, Main Road",5,Unknown,Bachelors,Immediately
776,Mumbai,4, ,7 Lac,2800 sqft,Flat,Furnished,East,"Pool, Garden/Park, Main Road",5,Unknown,Bachelors,Immediately
777,Mumbai,2, ,56000,767 sqft,Flat,Unfurnished,West,Garden/Park,2,2,Family,Immediately
778,Mumbai,3,Dadar,2 Lac,1300 sqft,Flat,Furnished,West,Garden/Park,3,1,Bachelors,Immediately
779,Mumbai,2,Mulund,55000,727 sqft,Flat,Semi-Furnished,East,Main Road,2,Unknown,Bachelors,Immediately
780,Mumbai,2, ,38000,743 sqft,Flat,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",2,Unknown,Family,Immediately
781,Mumbai,1, ,12000,400 sqft,Flat,Semi-Furnished,East,Main Road,1,1,Bachelors/Family,Immediately
782,Mumbai,3, ,85000,850 sqft,Flat,Unfurnished,North - East,Main Road,3,Unknown,Family,Immediately
783,Mumbai,2, ,70000,795 sqft,Flat,Semi-Furnished,South,"Garden/Park, Main Road",2,3,Bachelors/Family,Immediately
784,Mumbai,1,Powai,37000,450 sqft,Flat,Semi-Furnished,North - East,Main Road,1,Unknown,Bachelors/Family,Immediately
785,Mumbai,3,Ghatkopar,1.2 Lac,1150 sqft,Flat,Unfurnished,East,Main Road,3,Unknown,Family,Immediately
786,Mumbai,1,Andheri,60000,400 sqft,Flat,Semi-Furnished,East,Main Road,1,1,Bachelors/Family,Immediately
787,Mumbai,1, ,35000,250 sqft,Flat,Unfurnished,South - East,Main Road,1,Unknown,Bachelors/Family,Immediately
788,Mumbai,3,Kandivali East,85000,1150 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",3,1,Bachelors,Immediately
789,Mumbai,2,Mulund,55000,660 sqft,Flat,Unfurnished,North - West,"Garden/Park, Pool",2,Unknown,Family,Immediately
790,Mumbai,2, ,60000,723 sqft,Flat,Semi-Furnished,North - East,"Garden/Park, Main Road",2,Unknown,Bachelors/Family,Immediately
791,Mumbai,3,Lower Parel,3.5 Lac,2704 sqft,Flat,Unfurnished,South -West,Main Road,3,3,Bachelors/Family,Immediately
792,Mumbai,1, ,54000,661 sqft,Flat,Furnished,East,Main Road,2,Unknown,Bachelors/Family,Immediately
793,Mumbai,3,Bandra,2.5 Lac,1250 sqft,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",3,Unknown,Bachelors/Family,Immediately
794,Mumbai,1,Malad,14000,675 sqft,Flat,Furnished,North - East,"Pool, Garden/Park, Main Road",1,1,Bachelors,Immediately
795,Mumbai,2, ,1.3 Lac,700 sqft,Flat,Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
796,Mumbai,1, ,14500,340 sqft,Flat,Unfurnished,East,"Garden/Park, Main Road",1,1,Bachelors,Immediately
797,Mumbai,1,Worli,95000,550 sqft,Flat,Furnished,North - West,Main Road,1,Unknown,Bachelors,Immediately
798,Mumbai,3,Chembur,95000,1105 sqft,Flat,Furnished,North - West,"Garden/Park, Pool, Main Road",3,Unknown,Bachelors,Immediately
799,Mumbai,3,Worli,3.8 Lac,1374 sqft,Flat,Semi-Furnished,North,"Garden/Park, Main Road",3,Unknown,Bachelors,Immediately
800,Mumbai,4, ,3 Lac,2200 sqft,Flat,Furnished,West,Main Road,5,2,Bachelors/Family,Immediately
801,Mumbai,3,Goregaon,2.8 Lac,1367 sqft,Flat,Furnished,East,"Garden/Park, Pool",3,Unknown,Bachelors/Family,Immediately
802,Mumbai,3, ,1.5 Lac,1100 sqft,Flat,Semi-Furnished,East,Garden/Park,3,1,Bachelors/Family,Immediately
803,Mumbai,2,Chembur,75000,773 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,Unknown,Bachelors,Immediately
804,Mumbai,3, ,75000,1139 sqft,Flat,Unfurnished,North,Main Road,3,Unknown,Family,Immediately
805,Mumbai,3,Kandivali East,1.3 Lac,1101 sqft,Flat,Unfurnished,East,"Garden/Park, Pool",3,Unknown,Family,Immediately
806,Mumbai,3,Wadala,1.9 Lac,1330 sqft,Flat,Unfurnished,West,"Garden/Park, Main Road",4,4,Bachelors/Family,Immediately
807,Mumbai,3,Chembur,1.4 Lac,1100 sqft,Flat,Unfurnished,East,Main Road,3,Unknown,Family,Immediately
808,Mumbai,1,Kandivali East,35000,425 sqft,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors,Immediately
809,Mumbai,2,Chembur,85000,750 sqft,Flat,Semi-Furnished,West,Main Road,2,1,Family,Immediately
810,Mumbai,3, ,2.5 Lac,1800 sqft,Flat,Semi-Furnished,North - East,Main Road,4,2,Bachelors,Immediately
811,Mumbai,3,Kandivali East,1.4 Lac,1060 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool",3,1,Family,Immediately
812,Mumbai,3,Goregaon,2.5 Lac,1367 sqft,Flat,Furnished,North,"Garden/Park, Pool",4,Unknown,Family,Immediately
813,Mumbai,2,Chembur,75000,700 sqft,Flat,Unfurnished,East,Main Road,2,1,Bachelors/Family,Immediately
814,Mumbai,2,Malad,54000,688 sqft,Flat,Semi-Furnished,North - West,"Garden/Park, Pool",2,Unknown,Bachelors,Immediately
815,Mumbai,3, ,75000,1100 sqft,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",3,Unknown,Family,Immediately
816,Mumbai,3,Chembur,1 Lac,1190 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,3,Bachelors,Immediately
817,Mumbai,1,Borivali,37500,470 sqft,Flat,Furnished,East,"Garden/Park, Main Road",2,Unknown,Bachelors,Immediately
818,Mumbai,4, ,2 Lac,1850 sqft,Flat,Semi-Furnished,North - East,"Garden/Park, Pool",5,4,Family,Immediately
819,Mumbai,2,Kandivali East,45000,650 sqft,Flat,Furnished,East,Main Road,2,Unknown,Family,Immediately
820,Mumbai,3, ,87000,1081 sqft,Flat,Unfurnished,East,Garden/Park,2,1,Bachelors/Family,Immediately
821,Mumbai,3,Kandivali East,75000,1270 sqft,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",3,2,Bachelors/Family,Immediately
822,Mumbai,3,Mulund,90000,1028 sqft,Flat,Unfurnished,East,Garden/Park,3,1,Bachelors,Immediately
823,Mumbai,5,Chembur,3 Lac,2750 sqft,Flat,Furnished,East,Main Road,5,Unknown,Bachelors/Family,Immediately
824,Mumbai,3, ,1.4 Lac,910 sqft,Flat,Semi-Furnished,North - East,Garden/Park,2,2,Bachelors,Immediately
825,Mumbai,3,Goregaon,1.1 Lac,1088 sqft,Flat,Semi-Furnished,North - West,Main Road,3,Unknown,Bachelors/Family,Immediately
826,Mumbai,3, ,95000,1085 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,1,Bachelors/Family,Immediately
827,Mumbai,3, ,1.6 Lac,1000 sqft,Flat,Furnished,East,Main Road,3,1,Bachelors/Family,Immediately
828,Mumbai,4,Bandra,3.2 Lac,2000 sqft,Flat,Unfurnished,North,"Garden/Park, Pool, Main Road",4,1,Bachelors/Family,Immediately
829,Mumbai,3,Mulund,92000,1049 sqft,Flat,Semi-Furnished,East,Garden/Park,3,1,Bachelors/Family,Immediately
830,Mumbai,2, ,75000,750 sqft,Flat,Semi-Furnished,West,Garden/Park,2,1,Bachelors,Immediately
831,Mumbai,3,Goregaon,1.4 Lac,934 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",4,2,Bachelors/Family,Immediately
832,Mumbai,6, ,3.5 Lac,2200 sqft,Flat,Furnished,East,Main Road,4,Unknown,Family,Immediately
833,Mumbai,4,Powai,1.8 Lac,1350 sqft,Flat,Semi-Furnished,North - West,"Pool, Garden/Park, Main Road",4,2,Bachelors/Family,Immediately
834,Mumbai,4,Malad,3.5 Lac,3000 sqft,Villa,Semi-Furnished,East,"Garden/Park, Main Road",4,4,Bachelors/Family,Immediately
835,Mumbai,2,Chembur,76000,900 sqft,Flat,Furnished,East,Main Road,2,2,Bachelors,Immediately
836,Mumbai,2,Kandivali East,70000,855 sqft,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",2,1,Bachelors/Family,Immediately
837,Mumbai,2, ,1.8 Lac,721 sqft,Flat,Semi-Furnished,East,Main Road,2,Unknown,Bachelors/Family,Immediately
838,Mumbai,3,Worli,4.6 Lac,1450 sqft,Flat,Furnished,East,Garden/Park,4,Unknown,Family,Immediately
839,Mumbai,3,Goregaon,1.2 Lac,1080 sqft,Flat,Unfurnished,East,"Pool, Garden/Park, Main Road",3,1,Bachelors,Immediately
840,Mumbai,2,Borivali,49000,650 sqft,Flat,Furnished,East,"Pool, Garden/Park, Main Road",2,Unknown,Bachelors,Immediately
841,Mumbai,2,Mulund,52000,750 sqft,Flat,Semi-Furnished,North - East,Main Road,2,2,Bachelors,Immediately
842,Mumbai,2, ,50000,700 sqft,Flat,Unfurnished,East,Main Road,2,Unknown,Bachelors/Family,Immediately
843,Mumbai,4, ,5 Lac,2000 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",4,Unknown,Bachelors/Family,Immediately
844,Mumbai,2,Mulund,55000,716 sqft,Flat,Unfurnished,East,Main Road,2,1,Bachelors/Family,Immediately
845,Mumbai,3,Mulund,1.3 Lac,1440 sqft,Flat,Semi-Furnished,East,Main Road,3,1,Family,Immediately
846,Mumbai,3,Kandivali East,76000,918 sqft,Flat,Semi-Furnished,East,Main Road,3,Unknown,Family,Immediately
847,Mumbai,3,Mulund,76000,977 sqft,Flat,Semi-Furnished,East,Main Road,3,1,Bachelors/Family,Immediately
848,Mumbai,2, ,65000,764 sqft,Flat,Unfurnished,North,Main Road,2,2,Family,Immediately
849,Mumbai,4,Chembur,1.8 Lac,1482 sqft,Flat,Semi-Furnished,East,Garden/Park,4,Unknown,Bachelors/Family,Immediately
850,Mumbai,1,Malad,42000,450 sqft,Flat,Semi-Furnished,East,Main Road,2,Unknown,Bachelors,Immediately
851,Mumbai,4,Andheri,3.5 Lac,2450 sqft,Flat,Furnished,North - West,"Main Road, Garden/Park",3,Unknown,Bachelors,Immediately
852,Mumbai,3, ,97999,840 sqft,Flat,Furnished,North,Main Road,3,3,Bachelors/Family,Immediately
853,Mumbai,3,Thakur Village,1 Lac,1100 sqft,Flat,Unfurnished,East,Pool,3,3,Family,Immediately
854,Mumbai,2,Kandivali East,82000,886 sqft,Flat,Furnished,East,Garden/Park,2,Unknown,Family,Immediately
855,Mumbai,3, ,95000,1042 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,2,Bachelors/Family,Immediately
856,Mumbai,3,Goregaon,90000,1112 sqft,Flat,Unfurnished,East,Main Road,3,Unknown,Family,Immediately
857,Mumbai,3,Goregaon,2.2 Lac,1081 sqft,Flat,Furnished,East,Garden/Park,3,Unknown,Family,Immediately
858,Mumbai,1,Borivali,28000,400 sqft,Flat,Semi-Furnished,East,Garden/Park,1,1,Bachelors,Immediately
859,Mumbai,2, ,16000,700 sqft,Flat,Unfurnished,North - West,Main Road,2,4,Family,Immediately
860,Mumbai,2,Goregaon,62000,615 sqft,Flat,Unfurnished,East,Garden/Park,2,Unknown,Bachelors/Family,Immediately
861,Mumbai,1, ,35000,450 sqft,Flat,Unfurnished,West,Main Road,2,Unknown,Family,Immediately
862,Mumbai,1, ,25000,600 sqft,Flat,Semi-Furnished,East,Main Road,2,2,Bachelors,Immediately
863,Mumbai,3,Bandra,1.9 Lac,1140 sqft,Flat,Semi-Furnished,East,Main Road,3,Unknown,Bachelors/Family,Immediately
