City,BHK,Location,Price,Area (sqft),Property Type,Furnishing,Property Facing,overlooking,Bathroom,Balcony,Tenant Preferred,Availability
Pune,3,Kalyani Nagar,70000,1540,Flat,Furnished,East,"Pool, Garden/Park, Main Road",3,2,Bachelors/Family,Immediately
Pune,2,Hadapsar,25000,602,Flat,Semi-Furnished,North - East,"Pool, Garden/Park, Main Road",2,2,Bachelors,Immediately
Pune,2,Kharadi,28000,900,Flat,Semi-Furnished,East,Garden/Park,2,2,Bachelors,Immediately
Pune,2,Kharadi,27000,950,Flat,Unfurnished,East,"Pool, Garden/Park, Main Road",2,2,Bachelors/Family,Immediately
Pune,2,Kharadi,35000,756,Flat,Unfurnished,East,"Garden/Park, Main Road",2,2,Bachelors/Family,Immediately
Pune,3,Baner,47000,1150,Flat,Semi-Furnished,East,Main Road,3,1,Family,Immediately
Pune,2,Kharadi,36000,794,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,2,Bachelors/Family,Immediately
Pune,3,Kharadi,30000,1100,Flat,Semi-Furnished,South - East,Garden/Park,3,1,Family,Immediately
Pune,4,Kharadi,75000,1650,Flat,Unfurnished,East,Main Road,4,2,Family,Immediately
Pune,3,Pimpri,25000,927,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,2,Family,Immediately
Pune,4,Baner,150000,2730,Flat,Semi-Furnished,East,Garden/Park,4,2,Bachelors/Family,Immediately
Pune,2,Baner,45000,1150,Flat,Furnished,East,Pool,2,3,Family,Immediately
Pune,2,Wagholi,31000,850,Flat,Furnished,East,"Garden/Park, Main Road",2,2,Bachelors/Family,Immediately
Pune,3,Kalyani Nagar,60000,1400,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",3,2,Bachelors,Immediately
Pune,3,Mundhwa,36500,1150,Flat,Semi-Furnished,East,Main Road,3,2,Bachelors/Family,Immediately
Pune,2,Hinjawadi,21000,650,Flat,Semi-Furnished,North - East,Main Road,2,1,Bachelors/Family,Immediately
Pune,2,Kharadi,47000,1000,Flat,Semi-Furnished,North,Main Road,2,2,Bachelors,Immediately
Pune,3,Kharadi,26000,982,Flat,Unfurnished,East,Main Road,3,2,Family,Immediately
Pune,2,Pimpri,23800,800,Flat,Semi-Furnished,East,Garden/Park,2,2,Bachelors/Family,Immediately
Pune,3,Kharadi,27000,950,Flat,Semi-Furnished,East,Garden/Park,3,2,Bachelors,Immediately
Pune,3,Balewadi,42000,1220,Flat,Unfurnished,East,Garden/Park,3,2,Bachelors/Family,Immediately
Pune,2,Kharadi,45000,1016,Flat,Furnished,East,Main Road,2,1,Bachelors/Family,From Feb '26
Pune,3,Kharadi,28000,1562,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",3,3,Bachelors,Immediately
Pune,2,Kharadi,30000,1156,Flat,Furnished,East,Main Road,2,2,Bachelors/Family,Immediately
Pune,3,Kharadi,65000,1500,Flat,Semi-Furnished,East,Garden/Park,3,1,Bachelors/Family,Immediately
Pune,3,Kharadi,80000,1500,Flat,Unfurnished,East,Main Road,3,1,Bachelors/Family,Immediately
Pune,2,T Nagar,32000,800,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,2,Bachelors/Family,Immediately
Pune,2,Viman Nagar,52000,1000,Flat,Furnished,East,"Pool, Garden/Park, Main Road",2,2,Bachelors,Immediately
Pune,2,Balewadi,40000,860,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,2,Bachelors,Immediately
Pune,3,Kharadi,52000,1300,Flat,Semi-Furnished,East,Garden/Park,3,2,Bachelors/Family,Immediately
Pune,2,Wagholi,45000,1080,Flat,Furnished,East,"Pool, Garden/Park, Main Road",2,1,Bachelors,Immediately
Pune,2,Kharadi,38000,815,Flat,Semi-Furnished,North,"Pool, Garden/Park, Main Road",2,2,Bachelors/Family,Immediately
Pune,2,Kharadi,26000,950,Flat,Unfurnished,East,Main Road,2,1,Bachelors/Family,Immediately
Pune,3,Undri,46000,1450,Flat,Semi-Furnished,East,Pool,4,2,Bachelors,From Jan '27
Pune,2,Baner,35000,700,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors,Immediately
Pune,3,Hadapsar,55000,1230,Flat,Semi-Furnished,North,Main Road,3,1,Bachelors/Family,Immediately
Pune,1,Kharadi,25000,440,Flat,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",1,1,Bachelors/Family,Immediately
Pune,3,Undri,20000,1000,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",3,2,Bachelors,Immediately
Pune,2,Pimpri,25000,855,Flat,Unfurnished,East,Garden/Park,2,1,Family,Immediately
Pune,2,Balewadi,34000,730,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
Pune,1,Kharadi,25000,550,Flat,Semi-Furnished,North - East,Main Road,1,1,Family,Immediately
Pune,3,Kharadi,79000,1700,Flat,Furnished,East,"Garden/Park, Pool, Main Road",3,3,Bachelors,Immediately
Pune,2,Kharadi,35000,950,Flat,Unfurnished,East,Garden/Park,2,2,Bachelors/Family,Immediately
Pune,2,Mundhwa,30000,1020,Flat,Semi-Furnished,East,Main Road,2,2,Family,Immediately
Pune,3,Kharadi,45000,1800,Flat,Unfurnished,East,Main Road,3,1,Family,Immediately
Pune,1,Hadapsar,18000,650,Flat,Semi-Furnished,East,Garden/Park,1,1,Bachelors/Family,Immediately
Pune,3,Kharadi,80000,1450,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",3,2,Bachelors/Family,Immediately
Pune,2,Viman Nagar,37000,850,Flat,Furnished,East,Garden/Park,2,2,Bachelors/Family,Immediately
Pune,3,Kalyani Nagar,70000,1350,Flat,Semi-Furnished,East,Main Road,3,2,Bachelors/Family,Immediately
Pune,3,Kharadi,45000,1675,Flat,Furnished,East,Pool,3,2,Bachelors,Immediately
Pune,2,Kharadi,26000,763,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
Pune,3,Kharadi,130000,2200,Flat,Furnished,East,"Garden/Park, Pool, Main Road",3,2,Bachelors/Family,Immediately
Pune,3,Kharadi,56000,1534,Flat,Unfurnished,East,"Garden/Park, Main Road",3,3,Bachelors/Family,Immediately
Pune,3,Wagholi,30000,1130,Flat,Unfurnished,East,Garden/Park,3,2,Bachelors/Family,Immediately
Pune,3,Kharadi,85000,1591,Flat,Furnished,East,Garden/Park,3,1,Bachelors/Family,From Feb '26
Pune,3,Hinjewadi,30000,1150,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,2,Bachelors,Immediately
Pune,2,Kharadi,33000,800,Flat,Furnished,East,"Pool, Garden/Park, Main Road",2,2,Bachelors/Family,Immediately
Pune,3,Bibwewadi,30000,900,Flat,Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
Pune,3,Hinjawadi,26000,950,Flat,Semi-Furnished,East,Garden/Park,2,2,Bachelors,Immediately
Pune,1,Kharadi,24000,450,Flat,Semi-Furnished,East,Main Road,1,1,Bachelors/Family,Immediately
Pune,3,Wagholi,35000,2000,Villa,Semi-Furnished,North,Garden/Park,3,1,Bachelors,Immediately
Pune,2,Wakad,27000,800,Flat,Unfurnished,East,Garden/Park,2,2,Bachelors/Family,From Feb '26
Pune,2,Pimpri,35000,750,Flat,Unfurnished,East,Garden/Park,2,1,Family,Immediately
Pune,2,Kharadi,35000,800,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,2,Bachelors/Family,Immediately
Pune,3,Kharadi,33000,956,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,2,Family,Immediately
Pune,2,Koregaon Park,60000,650,Flat,Furnished,East,Garden/Park,2,2,Bachelors/Family,Immediately
Pune,2,Kothrud,40000,1000,Flat,Semi-Furnished,East,Main Road,2,2,Bachelors/Family,Immediately
Pune,3,Kharadi,60000,1250,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,2,Bachelors/Family,Immediately
Pune,2,Baner,45000,850,House,Furnished,East,"Garden/Park, Pool, Main Road",2,2,Bachelors,Immediately
Pune,3,Hadapsar,70000,2000,Flat,Semi-Furnished,East,"Garden/Park, Pool",3,3,Family,Immediately
Pune,2,Kothrud,34000,1000,Flat,Furnished,East,Main Road,2,2,Bachelors/Family,Immediately
Pune,2,Hadapsar,40000,900,Flat,Furnished,East,"Garden/Park, Pool, Main Road",2,1,Bachelors,Immediately
Pune,3,Mundhwa,55000,1560,Flat,Unfurnished,West,Garden/Park,3,2,Bachelors,Immediately
Pune,3,Kharadi,99000,1750,Flat,Unfurnished,East,"Pool, Garden/Park",4,2,Bachelors,Immediately
Pune,2,Kharadi,25000,1042,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
Pune,3,Hinjawadi,29900,1200,Flat,Semi-Furnished,East,Garden/Park,3,3,Bachelors/Family,Immediately
Pune,3,Hinjawadi,47000,1335,Flat,Unfurnished,East,"Pool, Garden/Park",3,2,Bachelors,Immediately
Pune,1,Kharadi,26000,480,Flat,Unfurnished,East,Garden/Park,2,1,Bachelors/Family,Immediately
Pune,3,T Nagar,40000,1070,Flat,Semi-Furnished,East,Main Road,3,2,Bachelors/Family,From Feb '26
Pune,3,Kharadi,75000,1750,Flat,Semi-Furnished,East,Garden/Park,3,2,Family,Immediately
Pune,3,Kharadi,45000,1050,Flat,Unfurnished,East,"Garden/Park, Main Road",3,2,Bachelors/Family,Immediately
Pune,3,Kharadi,87000,2245,Flat,Furnished,East,"Garden/Park, Main Road",4,3,Bachelors/Family,Immediately
Pune,2,Kharadi,50000,1135,Flat,Furnished,East,Garden/Park,2,2,Bachelors,Immediately
Pune,2,Balewadi,40000,840,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",2,2,Bachelors,Immediately
Pune,2,Kharadi,45000,750,Flat,Furnished,East,Garden/Park,2,2,Bachelors/Family,From Feb '26
Pune,3,Kharadi,40000,1050,Flat,Unfurnished,East,Main Road,3,1,Family,Immediately
Pune,3,Kharadi,65000,1430,Flat,Furnished,East,Garden/Park,3,1,Bachelors,Immediately
Pune,2,Hadapsar,22000,900,Flat,Unfurnished,East,"Garden/Park, Main Road",2,2,Bachelors/Family,Immediately
Pune,1,Bavdhan,17000,450,Flat,Unfurnished,East,"Pool, Garden/Park",1,1,Bachelors,Immediately
Pune,2,Kharadi,24000,865,Flat,Semi-Furnished,East,Main Road,2,2,Bachelors/Family,Immediately
Pune,3,Viman Nagar,55000,1150,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,2,Family,Immediately
Pune,3,Kharadi,25000,1260,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",3,1,Family,Immediately
Pune,2,Hinjawadi,21000,650,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",2,2,Bachelors,Immediately
Pune,2,Mundhwa,28000,770,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,2,Bachelors/Family,Immediately
Pune,3,Balewadi,50000,1350,Flat,Unfurnished,East,Garden/Park,3,1,Bachelors,Immediately
Pune,2,Kharadi,48000,1050,Flat,Semi-Furnished,East,Garden/Park,2,2,Bachelors/Family,Immediately
Pune,3,Kharadi,65000,1350,Flat,Semi-Furnished,North,"Pool, Garden/Park, Main Road",3,2,Bachelors,Immediately
Pune,2,Baner,45000,1250,Flat,Furnished,East,"Pool, Garden/Park, Main Road",2,1,Bachelors,Immediately
Pune,3,Kharadi,45000,1100,Flat,Semi-Furnished,North - East,"Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
Pune,2,Kharadi,20000,724,Flat,Unfurnished,East,"Garden/Park, Pool",2,2,Bachelors/Family,Immediately
Pune,2,Kharadi,37000,740,Flat,Semi-Furnished,East,"Pool, Main Road, Garden/Park",2,2,Bachelors,Immediately
Pune,2,Hadapsar,50000,1050,Flat,Furnished,East,"Garden/Park, Pool",2,1,Bachelors,Immediately
Pune,2,Wagholi,39000,828,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
Pune,3,Wagholi,34000,1285,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,2,Bachelors/Family,Immediately
Pune,2,Kharadi,18000,624,Flat,Semi-Furnished,North,Main Road,2,1,Bachelors,From Feb '26
Pune,3,Viman Nagar,60000,1247,Flat,Semi-Furnished,East,Garden/Park,3,2,Bachelors/Family,Immediately
Pune,3,Kharadi,90000,1750,Flat,Unfurnished,East,"Pool, Main Road",3,1,Bachelors/Family,Immediately
Pune,2,Viman Nagar,47000,1050,Flat,Unfurnished,East,"Garden/Park, Main Road",2,1,Bachelors,Immediately
Pune,3,Kharadi,25000,1082,Flat,Semi-Furnished,East,Main Road,3,3,Bachelors/Family,Immediately
Pune,3,Wagholi,19000,1000,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,2,Bachelors,Immediately
Pune,3,Mundhwa,47000,1156,Flat,Unfurnished,East,"Garden/Park, Pool",3,2,Bachelors/Family,Immediately
Pune,4,Bavdhan,75000,2250,Villa,Furnished,North,"Garden/Park, Main Road",4,3,Family,Immediately
Pune,3,Kharadi,120000,1260,Flat,Furnished,East,Main Road,3,2,Family,Immediately
Pune,2,Kharadi,22000,850,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,2,Bachelors/Family,Immediately
Pune,2,Kharadi,58000,1050,Flat,Furnished,East,"Garden/Park, Pool, Main Road",2,1,Bachelors/Family,Immediately
Pune,1,Kharadi,20000,464,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",1,1,Bachelors,From Feb '26
Pune,3,NIBM Road,51000,1550,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",3,3,Bachelors,Immediately
Pune,2,Hinjawadi,23000,800,Flat,Unfurnished,East,Main Road,2,2,Bachelors/Family,Immediately
Pune,3,Wakad,42000,1050,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",2,2,Family,Immediately
Pune,3,Kharadi,31000,1289,Flat,Semi-Furnished,West,"Garden/Park, Main Road",2,2,Family,Immediately
Pune,3,Kharadi,30000,960,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",3,2,Bachelors/Family,Immediately
Pune,2,Kharadi,40000,850,Flat,Furnished,East,Garden/Park,2,1,Bachelors,Immediately
Pune,2,Viman Nagar,60000,850,Flat,Furnished,East,Garden/Park,2,2,Bachelors/Family,Immediately
Pune,1,Pimpri,20000,500,Flat,Furnished,East,Main Road,1,1,Bachelors/Family,Immediately
Pune,2,Balewadi,27000,1080,Flat,Semi-Furnished,East,Main Road,2,1,Family,Immediately
Pune,3,Kharadi,65000,1400,Flat,Semi-Furnished,East,"Garden/Park, Pool",3,2,Bachelors/Family,Immediately
Pune,2,Kharadi,22000,850,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors,Immediately
Pune,3,Kharadi,37000,1100,Flat,Semi-Furnished,East,"Main Road, Garden/Park, Pool",2,1,Bachelors,Immediately
Pune,3,Baner,90000,1370,Flat,Furnished,East,"Main Road, Garden/Park",3,2,Family,Immediately
Pune,2,Kharadi,24000,726,Flat,Semi-Furnished,East,Garden/Park,2,2,Bachelors/Family,Immediately
Pune,3,Pashan,45000,1158,Flat,Unfurnished,East,Main Road,3,2,Bachelors,Immediately
Pune,3,Kharadi,52000,975,Villa,Semi-Furnished,East,"Garden/Park, Main Road",3,2,Bachelors/Family,Immediately
Pune,3,Wagholi,27500,855,Flat,Semi-Furnished,East,Garden/Park,2,2,Bachelors,Immediately
Pune,3,Kharadi,58000,1155,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,3,Bachelors/Family,Immediately
Pune,1,Kharadi,21000,504,Flat,Semi-Furnished,East,"Main Road, Garden/Park",1,2,Bachelors,From Feb '26
Pune,2,Kharadi,33000,850,Flat,Unfurnished,East,Garden/Park,2,1,Bachelors/Family,Immediately
Pune,2,Hinjewadi,20050,400,Flat,Furnished,East,"Garden/Park, Pool, Main Road",1,1,Bachelors/Family,Immediately
Pune,3,Hinjawadi,42000,1200,Flat,Furnished,East,Main Road,3,2,Bachelors,Immediately
Pune,2,Kharadi,30000,698,Flat,Furnished,East,Main Road,2,1,Bachelors,Immediately
Pune,2,Hadapsar,25000,971,Flat,Furnished,East,Main Road,2,1,Family,Immediately
Pune,3,Pimpri,40000,964,Flat,Unfurnished,East,Main Road,3,3,Bachelors/Family,Immediately
Pune,2,Kharadi,20000,1154,Flat,Semi-Furnished,East,Main Road,2,3,Bachelors,Immediately
Pune,2,Kharadi,24000,940,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors/Family,Immediately
Pune,2,Kharadi,43000,750,Flat,Semi-Furnished,West,Main Road,2,2,Bachelors,Immediately
Pune,3,Kharadi,36000,1000,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,2,Bachelors,Immediately
Pune,2,Kharadi,12000,730,Flat,Unfurnished,East,Garden/Park,2,2,Bachelors,Immediately
Pune,1,Kharadi,14000,500,Flat,Semi-Furnished,East,Main Road,1,1,Bachelors/Family,Immediately
Pune,2,Kharadi,18000,500,House,Unfurnished,East,Main Road,2,1,Bachelors/Family,Immediately
Pune,2,Kharadi,16000,750,Flat,Semi-Furnished,East,Main Road,2,2,Bachelors/Family,Immediately
Pune,2,Kalyani Nagar,43000,1064,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,2,Bachelors/Family,From Feb '26
Pune,2,Undri,31000,800,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
Pune,2,Kharadi,28000,991,Flat,Semi-Furnished,East,Main Road,2,3,Bachelors/Family,Immediately
Pune,3,Balewadi,48000,1550,Flat,Furnished,East,"Pool, Garden/Park, Main Road",3,2,Bachelors,Immediately
Pune,3,Pimpri,34000,1000,Flat,Semi-Furnished,East,Garden/Park,3,2,Family,Immediately
Pune,2,Kharadi,25000,840,Flat,Unfurnished,East,Main Road,2,1,Bachelors,Immediately
Pune,1,Wagholi,17500,700,Flat,Furnished,West,"Garden/Park, Pool, Main Road",2,2,Bachelors,Immediately
Pune,2,Pimpri,30000,750,Flat,Semi-Furnished,West,Garden/Park,2,2,Family,Immediately
Pune,2,Kharadi,15000,590,Flat,Semi-Furnished,North,"Garden/Park, Pool, Main Road",2,2,Bachelors,Immediately
Pune,1,Kharadi,10000,650,House,Unfurnished,West,Main Road,1,2,Bachelors,Immediately
Pune,3,Kharadi,28000,1070,Flat,Semi-Furnished,North - East,Main Road,3,2,Family,Immediately
Pune,3,Pimpri,35000,1403,Flat,Semi-Furnished,West,"Garden/Park, Main Road",3,3,Bachelors,Immediately
Pune,3,Kharadi,18500,800,House,Semi-Furnished,East,Main Road,2,2,Bachelors/Family,Immediately
Pune,2,Pimpri,21500,740,Flat,Semi-Furnished,East,"Garden/Park, Pool",2,1,Family,From Feb '26
Pune,2,NIBM Road,34000,743,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors,Immediately
Pune,2,Wagholi,22000,700,Flat,Furnished,North,"Garden/Park, Main Road",2,2,Bachelors,Immediately
Pune,1,Kharadi,20000,600,Flat,Semi-Furnished,East,Main Road,1,1,Bachelors/Family,Immediately
Pune,2,Kharadi,15500,850,Flat,Unfurnished,East,Main Road,2,1,Bachelors/Family,Immediately
Pune,3,NIBM Road,37000,1530,Flat,Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
Pune,3,Baner,36500,1276,Flat,Semi-Furnished,East,Main Road,3,2,Bachelors/Family,Immediately
Pune,2,Hinjewadi,30000,710,Flat,Semi-Furnished,East,Garden/Park,2,2,Bachelors,Immediately
Pune,3,Kharadi,16000,1000,Flat,Unfurnished,West,Garden/Park,2,2,Bachelors/Family,Immediately
Pune,1,Kharadi,10000,550,Flat,Semi-Furnished,East,Garden/Park,1,1,Bachelors,Immediately
Pune,3,Mundhwa,50000,1700,Flat,Semi-Furnished,East,Main Road,2,2,Bachelors/Family,From Feb '26
Pune,3,Pimple Saudagar,41000,1400,Flat,Semi-Furnished,East,Main Road,3,2,Bachelors,Immediately
Pune,2,Kharadi,16000,580,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",2,2,Bachelors,Immediately
Pune,2,Pimpri,25000,850,House,Semi-Furnished,East,Garden/Park,2,1,Bachelors,Immediately
Pune,2,Kharadi,23000,525,Flat,Semi-Furnished,East,Garden/Park,2,2,Bachelors,Immediately
Pune,4,Kharadi,110000,2200,Flat,Furnished,East,Garden/Park,4,2,Family,From Mar '26
Pune,2,Bavdhan,23500,725,Flat,Unfurnished,East,Main Road,2,1,Bachelors,Immediately
Pune,2,Hinjewadi,25000,1000,Flat,Unfurnished,East,"Garden/Park, Pool",2,1,Bachelors/Family,Immediately
Pune,2,Hinjawadi,25000,636,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,1,Bachelors,Immediately
Pune,2,Kharadi,15000,780,Flat,Unfurnished,East,Main Road,2,2,Bachelors,Immediately
Pune,3,Wakad,49500,1100,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",3,2,Bachelors,Immediately
Pune,2,Viman Nagar,40000,1000,Flat,Furnished,East,"Garden/Park, Main Road",2,2,Bachelors/Family,Immediately
Pune,3,Kharadi,42000,1150,Flat,Semi-Furnished,East,Garden/Park,3,2,Bachelors,Immediately
Pune,3,Wakad,28000,950,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,2,Family,Immediately
Pune,1,Kharadi,21000,650,House,Semi-Furnished,North,Garden/Park,2,1,Family,Immediately
Pune,1,Wagholi,8500,385,Flat,Unfurnished,East,Main Road,1,1,Bachelors/Family,Immediately
Pune,2,Aundh,40000,850,Flat,Furnished,East,Main Road,2,2,Family,Immediately
Pune,2,Kalyani Nagar,40000,805,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",2,2,Bachelors,Immediately
Pune,2,Wakad,35000,825,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",2,1,Bachelors,From Feb '26
Pune,2,Pimpri,24500,750,Flat,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",2,1,Bachelors,Immediately
Pune,3,Pimpri,50000,1130,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,3,Bachelors,Immediately
Pune,3,Mundhwa,55000,1300,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,3,Bachelors/Family,Immediately
Pune,2,Kharadi,59000,1250,Flat,Semi-Furnished,North,Garden/Park,2,1,Family,Immediately
Pune,3,Kharadi,60000,1900,Flat,Furnished,East,"Garden/Park, Main Road",3,3,Bachelors/Family,Immediately
Pune,2,Kharadi,25000,742,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
Pune,3,Bavdhan,36000,1170,Flat,Semi-Furnished,East,Garden/Park,3,1,Family,Immediately
Pune,2,Kharadi,30000,1200,Flat,Furnished,East,"Garden/Park, Pool, Main Road",2,1,Bachelors,Immediately
Pune,2,Wakad,32000,1050,Flat,Unfurnished,East,"Garden/Park, Main Road",2,2,Bachelors/Family,Immediately
Pune,3,Wagholi,35000,2100,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",4,3,Bachelors/Family,Immediately
Pune,3,Kharadi,53000,1350,Flat,Furnished,East,"Garden/Park, Main Road",2,1,Bachelors,Immediately
Pune,2,Kalyani Nagar,65000,865,Flat,Semi-Furnished,East,Main Road,2,2,Bachelors/Family,Immediately
Pune,4,Kharadi,55000,1450,Flat,Semi-Furnished,East,Garden/Park,3,2,Bachelors,Immediately
Pune,1,Hinjawadi,17000,436,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",1,1,Bachelors,Immediately
Pune,3,Wakad,39000,932,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,3,Bachelors,Immediately
Pune,2,Wagholi,17500,1100,Flat,Semi-Furnished,East,Main Road,2,2,Bachelors,Immediately
Pune,2,Wagholi,19000,620,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,3,Bachelors/Family,Immediately
Pune,4,Wakad,58000,2771,Flat,Semi-Furnished,East,"Garden/Park, Main Road",4,3,Bachelors,Immediately
Pune,2,Kharadi,27000,650,Flat,Furnished,North,Main Road,2,1,Bachelors/Family,Immediately
Pune,2,Pimpri,25000,774,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,2,Bachelors,Immediately
Pune,3,Undri,25000,1100,Flat,Semi-Furnished,North,"Garden/Park, Main Road",3,2,Bachelors,Immediately
Pune,2,Kharadi,88000,1069,Flat,Furnished,East,"Garden/Park, Pool, Main Road",3,1,Bachelors,Immediately
Pune,4,Baner,91500,2345,Flat,Semi-Furnished,East,Main Road,4,1,Bachelors/Family,Immediately
Pune,3,Kharadi,28000,836,Flat,Semi-Furnished,East,"Garden/Park, Main Road",3,2,Bachelors,Immediately
Pune,2,Kharadi,18000,780,Flat,Semi-Furnished,North - East,Main Road,2,1,Bachelors,Immediately
Pune,2,NIBM Road,26000,770,Flat,Semi-Furnished,North,Main Road,2,2,Bachelors,Immediately
Pune,3,Kharadi,130000,1600,Flat,Furnished,East,Main Road,3,1,Bachelors/Family,From Feb '26
Pune,3,Wagholi,38000,1542,Flat,Semi-Furnished,East,"Garden/Park, Main Road",3,3,Bachelors,Immediately
Pune,3,Kharadi,49999,1348,Flat,Unfurnished,East,"Garden/Park, Main Road",3,2,Family,Immediately
Pune,2,Mundhwa,42000,1100,Flat,Furnished,West,"Garden/Park, Main Road",2,3,Family,Immediately
Pune,1,Kharadi,16000,460,Flat,Semi-Furnished,East,Main Road,1,1,Bachelors/Family,Immediately
Pune,1,Hinjawadi,14000,500,House,Unfurnished,East,Main Road,1,1,Bachelors/Family,Immediately
Pune,1,Wagholi,5000,540,Flat,Unfurnished,East,Main Road,1,1,Bachelors/Family,Immediately
Pune,3,Kharadi,20000,1350,Flat,Semi-Furnished,East,Main Road,2,3,Bachelors/Family,Immediately
Pune,4,Kharadi,160000,2800,Flat,Semi-Furnished,East,Garden/Park,4,2,Family,Immediately
Pune,2,Aundh,30000,950,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors,Immediately
Pune,2,Kharadi,32000,900,Flat,Unfurnished,East,Pool,2,1,Bachelors/Family,Immediately
Pune,2,Wakad,40000,900,Flat,Furnished,East,"Garden/Park, Main Road",2,2,Bachelors,Immediately
Pune,2,Hinjawadi,21000,629,Flat,Unfurnished,East,"Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
Pune,2,T Nagar,32000,850,Flat,Furnished,East,Main Road,2,2,Bachelors/Family,From Feb '26
Pune,2,Kharadi,23000,700,Flat,Semi-Furnished,East,Garden/Park,2,2,Bachelors,Immediately
Pune,3,Kharadi,26000,1395,Flat,Semi-Furnished,East,Main Road,3,2,Bachelors/Family,Immediately
Pune,1,Kharadi,16000,450,Flat,Semi-Furnished,East,Main Road,2,2,Bachelors/Family,Immediately
Pune,2,Kharadi,15000,750,Flat,Unfurnished,East,Main Road,1,1,Bachelors,Immediately
Pune,3,Wagholi,48000,1645,Flat,Furnished,East,"Pool, Garden/Park, Main Road",3,3,Bachelors,Immediately
Pune,2,Pimpri,31000,1047,Flat,Semi-Furnished,West,Main Road,2,2,Bachelors,Immediately
Pune,2,Kharadi,7000,831,Flat,Unfurnished,East,Garden/Park,2,1,Bachelors,From Feb '26
Pune,2,Hadapsar,25500,950,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
Pune,2,Undri,22999,900,Flat,Unfurnished,East,"Garden/Park, Main Road",2,3,Family,Immediately
Pune,2,Hinjewadi,28500,790,Flat,Semi-Furnished,East,Garden/Park,2,2,Bachelors,Immediately
Pune,1,Hinjawadi,15000,389,Flat,Semi-Furnished,East,"Garden/Park, Main Road",1,1,Bachelors,Immediately
Pune,2,Kharadi,20000,750,Flat,Semi-Furnished,East,Main Road,1,1,Bachelors/Family,Immediately
